rorg,rdes,Origin,Dest
0,0,Tallahassee Regional           ,Columbus Metropolitan          
1462,2391,Lehigh Valley International    ,Cincinnati Northern Kentucky In
2963,3500,Albuquerque International      ,Cincinnati Northern Kentucky In
442,724,Atlantic City International    ,Cincinnati Northern Kentucky In
0,0,Bush                           ,Cincinnati Northern Kentucky In
3397,5264,Albany Cty                     ,Cincinnati Northern Kentucky In
70,76,Ted Stevens Anchorage Internati,Cincinnati Northern Kentucky In
35216,35587,William B Hartsfield-Atlanta In,Cincinnati Northern Kentucky In
1498,2135,Outagamie County Regional      ,Cincinnati Northern Kentucky In
2894,3574,Austin-Bergstrom International ,Cincinnati Northern Kentucky In
699,1001,Asheville Regional             ,Cincinnati Northern Kentucky In
900,1515,Wilkes-Barre/Scranton Intl     ,Cincinnati Northern Kentucky In
1265,1630,Kalamazoo County               ,Cincinnati Northern Kentucky In
8934,11936,Bradley International          ,Cincinnati Northern Kentucky In
448,636,Binghamton Regional            ,Cincinnati Northern Kentucky In
1153,1573,Bangor International           ,Cincinnati Northern Kentucky In
4443,6187,Birmingham International       ,Cincinnati Northern Kentucky In
75,92,Billings Logan Intl            ,Cincinnati Northern Kentucky In
5994,8691,Nashville International        ,Cincinnati Northern Kentucky In
17320,19467,Gen Edw L Logan Intl           ,Cincinnati Northern Kentucky In
444,621,Baton Rouge Metropolitan       ,Cincinnati Northern Kentucky In
633,1221,Burlington International       ,Cincinnati Northern Kentucky In
4158,5477,Buffalo Niagara Intl           ,Cincinnati Northern Kentucky In
11027,12545,Baltimore-Washington Internatio,Cincinnati Northern Kentucky In
2679,3578,Columbia Metropolitan          ,Cincinnati Northern Kentucky In
1602,2582,Akron-Canton Regional          ,Cincinnati Northern Kentucky In
1062,1994,Lovell                         ,Cincinnati Northern Kentucky In
659,1154,Charlottesville-Albermarle     ,Cincinnati Northern Kentucky In
1207,1851,Charleston AFB/International   ,Cincinnati Northern Kentucky In
1125,1817,Eastern Iowa                   ,Cincinnati Northern Kentucky In
3,4,Benedum                        ,Cincinnati Northern Kentucky In
9258,12825,Cleveland-Hopkins Intl         ,Cincinnati Northern Kentucky In
6540,8363,Charlotte/Douglas International,Cincinnati Northern Kentucky In
13550,17684,Port Columbus Intl             ,Cincinnati Northern Kentucky In
398,708,University of Illinois-Willard ,Cincinnati Northern Kentucky In
2412,2911,City of Colorado Springs Muni  ,Cincinnati Northern Kentucky In
1428,2108,Yeager                         ,Cincinnati Northern Kentucky In
315,332,Daytona Beach International    ,Cincinnati Northern Kentucky In
2272,3761,James M Cox Dayton Intl        ,Cincinnati Northern Kentucky In
13461,17556,Ronald Reagan Washington Nation,Cincinnati Northern Kentucky In
10040,10164,Denver Intl                    ,Cincinnati Northern Kentucky In
24618,26411,Dallas-Fort Worth International,Cincinnati Northern Kentucky In
1241,2070,Des Moines International       ,Cincinnati Northern Kentucky In
14352,20077,Detroit Metropolitan-Wayne Coun,Cincinnati Northern Kentucky In
49,45,Eagle County Regional          ,Cincinnati Northern Kentucky In
406,642,Erie Intl                      ,Cincinnati Northern Kentucky In
1072,1529,Evansville Regional            ,Cincinnati Northern Kentucky In
18281,22737,Newark Intl                    ,Cincinnati Northern Kentucky In
7506,9185,Fort Lauderdale-Hollywood Int'l,Cincinnati Northern Kentucky In
711,922,Bishop                         ,Cincinnati Northern Kentucky In
455,804,Joe Foss                       ,Cincinnati Northern Kentucky In
2490,4271,Fort Wayne International       ,Cincinnati Northern Kentucky In
944,1427,Austin Straubel International  ,Cincinnati Northern Kentucky In
7099,9453,Kent County International      ,Cincinnati Northern Kentucky In
5941,7722,Piedmont Triad International   ,Cincinnati Northern Kentucky In
1859,2344,Greenville-Spartanburg         ,Cincinnati Northern Kentucky In
3,2,Yampa Valley                   ,Cincinnati Northern Kentucky In
187,481,Honolulu International         ,Cincinnati Northern Kentucky In
4531,5557,William P Hobby                ,Cincinnati Northern Kentucky In
819,1486,Westchester Cty                ,Cincinnati Northern Kentucky In
1195,1770,Huntsville International       ,Cincinnati Northern Kentucky In
461,755,Tri-State/Walker-Long          ,Cincinnati Northern Kentucky In
413,678,Tweed-New Haven                ,Cincinnati Northern Kentucky In
2936,4205,Washington Dulles International,Cincinnati Northern Kentucky In
4656,6606,George Bush Intercontinental   ,Cincinnati Northern Kentucky In
219,378,Wichita Mid-Continent          ,Cincinnati Northern Kentucky In
170,329,Wilmington International       ,Cincinnati Northern Kentucky In
8062,11152,Indianapolis International     ,Cincinnati Northern Kentucky In
557,683,Long Island - MacArthur        ,Cincinnati Northern Kentucky In
31,31,Jackson Hole                   ,Cincinnati Northern Kentucky In
3447,5284,Jackson International          ,Cincinnati Northern Kentucky In
4586,6627,Jacksonville International     ,Cincinnati Northern Kentucky In
7402,7876,John F Kennedy Intl            ,Cincinnati Northern Kentucky In
1599,2160,Capital City                   ,Cincinnati Northern Kentucky In
6247,6755,McCarran International         ,Cincinnati Northern Kentucky In
14702,13842,Los Angeles International      ,Cincinnati Northern Kentucky In
8068,11038,Blue Grass                     ,Cincinnati Northern Kentucky In
17429,19488,LaGuardia                      ,Cincinnati Northern Kentucky In
5171,6833,Adams                          ,Cincinnati Northern Kentucky In
8652,11953,Kansas City International      ,Cincinnati Northern Kentucky In
12700,14292,Orlando International          ,Cincinnati Northern Kentucky In
1994,2935,Harrisburg Intl                ,Cincinnati Northern Kentucky In
439,479,Chicago Midway                 ,Cincinnati Northern Kentucky In
6583,9763,Memphis International          ,Cincinnati Northern Kentucky In
256,375,Montgomery Regional Apt        ,Cincinnati Northern Kentucky In
1529,2440,Manchester                     ,Cincinnati Northern Kentucky In
8574,9976,Miami International            ,Cincinnati Northern Kentucky In
6766,8946,General Mitchell International ,Cincinnati Northern Kentucky In
82,104,Melbourne International        ,Cincinnati Northern Kentucky In
419,537,Quad City                      ,Cincinnati Northern Kentucky In
159,153,Mobile Regional                ,Cincinnati Northern Kentucky In
936,1409,Dane County Regional           ,Cincinnati Northern Kentucky In
12455,17339,Minneapolis-St Paul Intl       ,Cincinnati Northern Kentucky In
6647,11113,New Orleans International      ,Cincinnati Northern Kentucky In
685,1051,Myrtle Beach International     ,Cincinnati Northern Kentucky In
2458,3504,Will Rogers World              ,Cincinnati Northern Kentucky In
1254,2000,Eppley Airfield                ,Cincinnati Northern Kentucky In
197,310,Ontario International          ,Cincinnati Northern Kentucky In
44654,51827,Chicago O'Hare International   ,Cincinnati Northern Kentucky In
5297,8286,Norfolk International          ,Cincinnati Northern Kentucky In
7490,8046,Palm Beach International       ,Cincinnati Northern Kentucky In
6676,7232,Portland Intl                  ,Cincinnati Northern Kentucky In
69,125,Panama City-Bay County Internat,Cincinnati Northern Kentucky In
203,478,Newport News/Williamsburg Inter,Cincinnati Northern Kentucky In
14970,18960,Philadelphia Intl              ,Cincinnati Northern Kentucky In
7667,8760,Phoenix Sky Harbor Internationa,Cincinnati Northern Kentucky In
13930,18782,Pittsburgh International       ,Cincinnati Northern Kentucky In
306,429,Pensacola Regional             ,Cincinnati Northern Kentucky In
3162,4122,Theodore F Green State         ,Cincinnati Northern Kentucky In
3451,4676,Portland International Jetport ,Cincinnati Northern Kentucky In
9231,12352,Raleigh-Durham International   ,Cincinnati Northern Kentucky In
5158,7474,Richmond International         ,Cincinnati Northern Kentucky In
851,1381,Roanoke Regional/ Woodrum      ,Cincinnati Northern Kentucky In
3030,4289,Greater Rochester Int'l        ,Cincinnati Northern Kentucky In
6354,7531,Southwest Florida International,Cincinnati Northern Kentucky In
6174,6695,San Diego International-Lindber,Cincinnati Northern Kentucky In
2987,4828,San Antonio International      ,Cincinnati Northern Kentucky In
1180,1873,Savannah International         ,Cincinnati Northern Kentucky In
4894,6337,South Bend Regional            ,Cincinnati Northern Kentucky In
504,938,University Park                ,Cincinnati Northern Kentucky In
14509,19260,Louisville International-Standi,Cincinnati Northern Kentucky In
6488,7029,Seattle-Tacoma Intl            ,Cincinnati Northern Kentucky In
9385,10150,San Francisco International    ,Cincinnati Northern Kentucky In
576,1001,Springfield-Branson Regional   ,Cincinnati Northern Kentucky In
462,736,Shreveport Regional            ,Cincinnati Northern Kentucky In
120,124,San Jose International         ,Cincinnati Northern Kentucky In
147,196,Luis Munoz Marin International ,Cincinnati Northern Kentucky In
19453,19158,Salt Lake City Intl            ,Cincinnati Northern Kentucky In
1,1,Sacramento International       ,Cincinnati Northern Kentucky In
509,689,John Wayne /Orange Co          ,Cincinnati Northern Kentucky In
3467,3744,Sarasota Bradenton Internationa,Cincinnati Northern Kentucky In
9231,15604,Lambert-St Louis International ,Cincinnati Northern Kentucky In
1376,1472,Stewart                        ,Cincinnati Northern Kentucky In
4502,5683,Syracuse-Hancock Intl          ,Cincinnati Northern Kentucky In
262,360,Tallahassee Regional           ,Cincinnati Northern Kentucky In
1897,2325,Toledo Express                 ,Cincinnati Northern Kentucky In
10285,13418,Tampa International            ,Cincinnati Northern Kentucky In
1076,1646,Tri-Cities Regional            ,Cincinnati Northern Kentucky In
994,1751,Tulsa International            ,Cincinnati Northern Kentucky In
1079,1495,Tucson International           ,Cincinnati Northern Kentucky In
151,171,Cherry Capital                 ,Cincinnati Northern Kentucky In
4350,5654,McGhee-Tyson                   ,Cincinnati Northern Kentucky In
254,352,Eglin Air Force Base           ,Cincinnati Northern Kentucky In
625,1095,Northwest Arkansas Regional    ,Cincinnati Northern Kentucky In
13,24,Outagamie County Regional      ,Central Wisconsin              
1,0,Cleveland-Hopkins Intl         ,Central Wisconsin              
367,449,Detroit Metropolitan-Wayne Coun,Central Wisconsin              
123,357,General Mitchell International ,Central Wisconsin              
461,823,Minneapolis-St Paul Intl       ,Central Wisconsin              
1355,1358,Chicago O'Hare International   ,Central Wisconsin              
1,0,Bismarck Municipal             ,Cheyenne                       
0,0,Denver Intl                    ,Cheyenne                       
0,0,Joe Foss                       ,Cheyenne                       
0,0,Idaho Falls Regional           ,Cheyenne                       
0,0,Lincoln Municipal              ,Cheyenne                       
1,0,Rogue Valley International     ,Cheyenne                       
1,0,Dane County Regional           ,Cheyenne                       
1,0,Rapid City Regional            ,Cheyenne                       
1,0,Salt Lake City Intl            ,Cheyenne                       
1,0,Northwest Arkansas Regional    ,Cheyenne                       
24059,25596,William B Hartsfield-Atlanta In,Daytona Beach International    
67,70,Baltimore-Washington Internatio,Daytona Beach International    
0,1,Columbia Metropolitan          ,Daytona Beach International    
40,49,Cleveland-Hopkins Intl         ,Daytona Beach International    
7178,7032,Charlotte/Douglas International,Daytona Beach International    
362,334,Cincinnati Northern Kentucky In,Daytona Beach International    
39,44,Dallas-Fort Worth International,Daytona Beach International    
4124,4678,Newark Intl                    ,Daytona Beach International    
0,0,Gainesville Regional           ,Daytona Beach International    
0,0,Greenville-Spartanburg         ,Daytona Beach International    
337,357,Washington Dulles International,Daytona Beach International    
1235,1809,Jacksonville International     ,Daytona Beach International    
32,109,John F Kennedy Intl            ,Daytona Beach International    
102,162,LaGuardia                      ,Daytona Beach International    
90,157,Orlando International          ,Daytona Beach International    
942,1433,Melbourne International        ,Daytona Beach International    
13,21,Chicago O'Hare International   ,Daytona Beach International    
112,128,Philadelphia Intl              ,Daytona Beach International    
3081,3174,Raleigh-Durham International   ,Daytona Beach International    
0,0,Tampa International            ,Daytona Beach International    
16029,17599,Albuquerque International      ,Dallas Love                    
14703,19601,Amarillo International         ,Dallas Love                    
199,266,William B Hartsfield-Atlanta In,Dallas Love                    
28245,35657,Austin-Bergstrom International ,Dallas Love                    
601,406,Birmingham International       ,Dallas Love                    
12453,14279,El Paso International          ,Dallas Love                    
79944,85555,William P Hobby                ,Dallas Love                    
5,18,Valley International           ,Dallas Love                    
14038,20694,George Bush Intercontinental   ,Dallas Love                    
359,545,Los Angeles International      ,Dallas Love                    
18047,24236,Lubbock International          ,Dallas Love                    
251,284,LaGuardia                      ,Dallas Love                    
14425,18519,Adams                          ,Dallas Love                    
12465,16225,Midland International          ,Dallas Love                    
3214,2948,Kansas City International      ,Dallas Love                    
12586,14386,New Orleans International      ,Dallas Love                    
14785,20024,Will Rogers World              ,Dallas Love                    
377,528,Chicago O'Hare International   ,Dallas Love                    
30404,34684,San Antonio International      ,Dallas Love                    
3021,2321,Lambert-St Louis International ,Dallas Love                    
17281,22928,Tulsa International            ,Dallas Love                    
21610,23881,William B Hartsfield-Atlanta In,James M Cox Dayton Intl        
2029,2595,Kalamazoo County               ,James M Cox Dayton Intl        
60,5,Bradley International          ,James M Cox Dayton Intl        
4,4,Nashville International        ,James M Cox Dayton Intl        
2175,2351,Gen Edw L Logan Intl           ,James M Cox Dayton Intl        
2489,2607,Baltimore-Washington Internatio,James M Cox Dayton Intl        
1936,2289,Akron-Canton Regional          ,James M Cox Dayton Intl        
1532,2312,Cleveland-Hopkins Intl         ,James M Cox Dayton Intl        
10173,10322,Charlotte/Douglas International,James M Cox Dayton Intl        
931,865,Port Columbus Intl             ,James M Cox Dayton Intl        
1541,2476,University of Illinois-Willard ,James M Cox Dayton Intl        
2,4,Yeager                         ,James M Cox Dayton Intl        
3735,4819,Cincinnati Northern Kentucky In,James M Cox Dayton Intl        
6627,7261,Ronald Reagan Washington Nation,James M Cox Dayton Intl        
1109,1339,Denver Intl                    ,James M Cox Dayton Intl        
8831,9984,Dallas-Fort Worth International,James M Cox Dayton Intl        
1944,3036,Detroit Metropolitan-Wayne Coun,James M Cox Dayton Intl        
2287,2771,Evansville Regional            ,James M Cox Dayton Intl        
6796,8060,Newark Intl                    ,James M Cox Dayton Intl        
892,828,Fort Lauderdale-Hollywood Int'l,James M Cox Dayton Intl        
2150,2920,Bishop                         ,James M Cox Dayton Intl        
1284,1764,Fort Wayne International       ,James M Cox Dayton Intl        
3299,3902,Kent County International      ,James M Cox Dayton Intl        
438,395,Piedmont Triad International   ,James M Cox Dayton Intl        
728,733,Washington Dulles International,James M Cox Dayton Intl        
1383,1698,George Bush Intercontinental   ,James M Cox Dayton Intl        
353,408,Indianapolis International     ,James M Cox Dayton Intl        
1166,1000,John F Kennedy Intl            ,James M Cox Dayton Intl        
1818,2394,Capital City                   ,James M Cox Dayton Intl        
19,30,McCarran International         ,James M Cox Dayton Intl        
3121,2354,Los Angeles International      ,James M Cox Dayton Intl        
194,359,Blue Grass                     ,James M Cox Dayton Intl        
5915,4805,LaGuardia                      ,James M Cox Dayton Intl        
3649,3733,Orlando International          ,James M Cox Dayton Intl        
402,389,Chicago Midway                 ,James M Cox Dayton Intl        
0,0,Memphis International          ,James M Cox Dayton Intl        
1598,1827,Miami International            ,James M Cox Dayton Intl        
49,67,General Mitchell International ,James M Cox Dayton Intl        
2690,4450,Minneapolis-St Paul Intl       ,James M Cox Dayton Intl        
8,10,Myrtle Beach International     ,James M Cox Dayton Intl        
22550,23380,Chicago O'Hare International   ,James M Cox Dayton Intl        
6630,6414,Philadelphia Intl              ,James M Cox Dayton Intl        
90,116,Phoenix Sky Harbor Internationa,James M Cox Dayton Intl        
11234,11578,Pittsburgh International       ,James M Cox Dayton Intl        
147,104,Southwest Florida International,James M Cox Dayton Intl        
3232,3453,South Bend Regional            ,James M Cox Dayton Intl        
3342,3644,Louisville International-Standi,James M Cox Dayton Intl        
970,841,San Francisco International    ,James M Cox Dayton Intl        
7930,11682,Lambert-St Louis International ,James M Cox Dayton Intl        
1245,1136,Toledo Express                 ,James M Cox Dayton Intl        
2536,2563,Tampa International            ,James M Cox Dayton Intl        
3474,3917,Chicago O'Hare International   ,Dubuque Municipal              
44,133,Lehigh Valley International    ,Ronald Reagan Washington Nation
7057,7464,Albany Cty                     ,Ronald Reagan Washington Nation
56775,59637,William B Hartsfield-Atlanta In,Ronald Reagan Washington Nation
11898,12846,Bradley International          ,Ronald Reagan Washington Nation
36,32,Birmingham International       ,Ronald Reagan Washington Nation
6557,7680,Nashville International        ,Ronald Reagan Washington Nation
54179,65216,Gen Edw L Logan Intl           ,Ronald Reagan Washington Nation
217,376,Baton Rouge Metropolitan       ,Ronald Reagan Washington Nation
218,219,Burlington International       ,Ronald Reagan Washington Nation
8608,8935,Buffalo Niagara Intl           ,Ronald Reagan Washington Nation
373,468,Baltimore-Washington Internatio,Ronald Reagan Washington Nation
37,54,Columbia Metropolitan          ,Ronald Reagan Washington Nation
1,1,Charlottesville-Albermarle     ,Ronald Reagan Washington Nation
2773,3253,Charleston AFB/International   ,Ronald Reagan Washington Nation
11373,15704,Cleveland-Hopkins Intl         ,Ronald Reagan Washington Nation
33132,30545,Charlotte/Douglas International,Ronald Reagan Washington Nation
10999,14632,Port Columbus Intl             ,Ronald Reagan Washington Nation
794,861,Yeager                         ,Ronald Reagan Washington Nation
17847,19655,Cincinnati Northern Kentucky In,Ronald Reagan Washington Nation
7629,7017,James M Cox Dayton Intl        ,Ronald Reagan Washington Nation
2139,2492,Denver Intl                    ,Ronald Reagan Washington Nation
44258,41227,Dallas-Fort Worth International,Ronald Reagan Washington Nation
86,118,Des Moines International       ,Ronald Reagan Washington Nation
23678,30187,Detroit Metropolitan-Wayne Coun,Ronald Reagan Washington Nation
21840,33381,Newark Intl                    ,Ronald Reagan Washington Nation
7292,8182,Fort Lauderdale-Hollywood Int'l,Ronald Reagan Washington Nation
138,154,Kent County International      ,Ronald Reagan Washington Nation
4093,4747,Piedmont Triad International   ,Ronald Reagan Washington Nation
2,38,Greenville-Spartanburg         ,Ronald Reagan Washington Nation
80,127,William P Hobby                ,Ronald Reagan Washington Nation
765,1040,Huntsville International       ,Ronald Reagan Washington Nation
61,72,Washington Dulles International,Ronald Reagan Washington Nation
18581,21651,George Bush Intercontinental   ,Ronald Reagan Washington Nation
230,389,Wichita Mid-Continent          ,Ronald Reagan Washington Nation
9372,10514,Indianapolis International     ,Ronald Reagan Washington Nation
701,859,Long Island - MacArthur        ,Ronald Reagan Washington Nation
130,260,Jackson International          ,Ronald Reagan Washington Nation
2992,3335,Jacksonville International     ,Ronald Reagan Washington Nation
15011,18423,John F Kennedy Intl            ,Ronald Reagan Washington Nation
1238,1254,McCarran International         ,Ronald Reagan Washington Nation
638,675,Los Angeles International      ,Ronald Reagan Washington Nation
419,741,Blue Grass                     ,Ronald Reagan Washington Nation
2,3,Lafayette Regional             ,Ronald Reagan Washington Nation
32492,61557,LaGuardia                      ,Ronald Reagan Washington Nation
6102,6708,Kansas City International      ,Ronald Reagan Washington Nation
13360,17414,Orlando International          ,Ronald Reagan Washington Nation
0,1,Harrisburg Intl                ,Ronald Reagan Washington Nation
1858,2941,Chicago Midway                 ,Ronald Reagan Washington Nation
8816,10951,Memphis International          ,Ronald Reagan Washington Nation
2503,2624,Manchester                     ,Ronald Reagan Washington Nation
21269,27119,Miami International            ,Ronald Reagan Washington Nation
731,1160,General Mitchell International ,Ronald Reagan Washington Nation
100,158,Melbourne International        ,Ronald Reagan Washington Nation
71,80,Dane County Regional           ,Ronald Reagan Washington Nation
18199,22231,Minneapolis-St Paul Intl       ,Ronald Reagan Washington Nation
4287,5490,New Orleans International      ,Ronald Reagan Washington Nation
4,3,Myrtle Beach International     ,Ronald Reagan Washington Nation
494,663,Eppley Airfield                ,Ronald Reagan Washington Nation
72760,73103,Chicago O'Hare International   ,Ronald Reagan Washington Nation
112,272,Norfolk International          ,Ronald Reagan Washington Nation
6469,8143,Palm Beach International       ,Ronald Reagan Washington Nation
5997,5114,Philadelphia Intl              ,Ronald Reagan Washington Nation
3819,3496,Phoenix Sky Harbor Internationa,Ronald Reagan Washington Nation
21491,21295,Pittsburgh International       ,Ronald Reagan Washington Nation
0,1,Pellston Regional  of Emmet Cou,Ronald Reagan Washington Nation
9922,11352,Theodore F Green State         ,Ronald Reagan Washington Nation
820,792,Portland International Jetport ,Ronald Reagan Washington Nation
14508,15010,Raleigh-Durham International   ,Ronald Reagan Washington Nation
2,3,Richmond International         ,Ronald Reagan Washington Nation
6496,7001,Greater Rochester Int'l        ,Ronald Reagan Washington Nation
2254,2928,Southwest Florida International,Ronald Reagan Washington Nation
5,7,Savannah International         ,Ronald Reagan Washington Nation
3943,4753,Louisville International-Standi,Ronald Reagan Washington Nation
1518,1761,Seattle-Tacoma Intl            ,Ronald Reagan Washington Nation
621,752,Salt Lake City Intl            ,Ronald Reagan Washington Nation
38,119,Sarasota Bradenton Internationa,Ronald Reagan Washington Nation
20820,22773,Lambert-St Louis International ,Ronald Reagan Washington Nation
9241,9077,Syracuse-Hancock Intl          ,Ronald Reagan Washington Nation
9555,11156,Tampa International            ,Ronald Reagan Washington Nation
0,1,McGhee-Tyson                   ,Ronald Reagan Washington Nation
52,63,Northwest Arkansas Regional    ,Ronald Reagan Washington Nation
19733,27270,Albuquerque International      ,Denver Intl                    
337,541,Amarillo International         ,Denver Intl                    
1387,1380,Ted Stevens Anchorage Internati,Denver Intl                    
2940,3141,Aspen-Pitkin Co/Sardy          ,Denver Intl                    
42419,42604,William B Hartsfield-Atlanta In,Denver Intl                    
7506,9157,Austin-Bergstrom International ,Denver Intl                    
1433,1822,Bradley International          ,Denver Intl                    
1,1,Boeing Field/King County Intl  ,Denver Intl                    
82,287,Meadows                        ,Denver Intl                    
1250,1449,Birmingham International       ,Denver Intl                    
7822,10563,Billings Logan Intl            ,Denver Intl                    
2578,3760,Bismarck Municipal             ,Denver Intl                    
5528,6313,Nashville International        ,Denver Intl                    
7534,11283,Boise Air Terminal             ,Denver Intl                    
19465,19761,Gen Edw L Logan Intl           ,Denver Intl                    
1,1,Baton Rouge Metropolitan       ,Denver Intl                    
42,101,Buffalo Niagara Intl           ,Denver Intl                    
5495,8488,Burbank-Glendale-Pasadena      ,Denver Intl                    
11998,13602,Baltimore-Washington Internatio,Denver Intl                    
4204,5206,Gallatin                       ,Denver Intl                    
504,856,Akron-Canton Regional          ,Denver Intl                    
3806,5405,Eastern Iowa                   ,Denver Intl                    
14440,17470,Cleveland-Hopkins Intl         ,Denver Intl                    
11847,11017,Charlotte/Douglas International,Denver Intl                    
4401,5119,Port Columbus Intl             ,Denver Intl                    
284,430,Yellowstone Regional           ,Denver Intl                    
20615,28193,City of Colorado Springs Muni  ,Denver Intl                    
2536,3329,Natrona County Intl            ,Denver Intl                    
11691,11430,Cincinnati Northern Kentucky In,Denver Intl                    
2,2,Cheyenne                       ,Denver Intl                    
1002,1105,James M Cox Dayton Intl        ,Denver Intl                    
1259,1747,Ronald Reagan Washington Nation,Denver Intl                    
73501,77959,Dallas-Fort Worth International,Denver Intl                    
2457,2952,Durango-La Plata County        ,Denver Intl                    
9938,12969,Des Moines International       ,Denver Intl                    
21934,24954,Detroit Metropolitan-Wayne Coun,Denver Intl                    
1371,1758,Eagle County Regional          ,Denver Intl                    
2930,4728,El Paso International          ,Denver Intl                    
4628,5725,Mahlon Sweet                   ,Denver Intl                    
30222,32426,Newark Intl                    ,Denver Intl                    
1823,2896,Hector International           ,Denver Intl                    
4174,5102,Fresno Yosemite International  ,Denver Intl                    
123,308,Glacier Park Intl              ,Denver Intl                    
1523,1872,Fort Lauderdale-Hollywood Int'l,Denver Intl                    
5741,7314,Joe Foss                       ,Denver Intl                    
43,87,Gillette-Campbell County       ,Denver Intl                    
7138,10551,Spokane Intl                   ,Denver Intl                    
4595,6812,Walker                         ,Denver Intl                    
1,1,Austin Straubel International  ,Denver Intl                    
195,255,Kent County International      ,Denver Intl                    
414,769,Great Falls Intl               ,Denver Intl                    
766,983,Gunnison County                ,Denver Intl                    
1469,1912,Yampa Valley                   ,Denver Intl                    
1,1,Helena Regional                ,Denver Intl                    
1281,1688,Honolulu International         ,Denver Intl                    
2664,3598,William P Hobby                ,Denver Intl                    
235,296,Huntsville International       ,Denver Intl                    
26516,25843,Washington Dulles International,Denver Intl                    
40918,44339,George Bush Intercontinental   ,Denver Intl                    
7795,11846,Wichita Mid-Continent          ,Denver Intl                    
422,608,Idaho Falls Regional           ,Denver Intl                    
11856,13680,Indianapolis International     ,Denver Intl                    
3418,3954,Jackson Hole                   ,Denver Intl                    
125,160,Jacksonville International     ,Denver Intl                    
5708,5765,John F Kennedy Intl            ,Denver Intl                    
81,92,Kona International At Keahole  ,Denver Intl                    
36609,45259,McCarran International         ,Denver Intl                    
55826,58404,Los Angeles International      ,Denver Intl                    
21249,24009,LaGuardia                      ,Denver Intl                    
555,816,Long Beach (Daugherty )        ,Denver Intl                    
8,9,Lihue                          ,Denver Intl                    
476,667,Adams                          ,Denver Intl                    
5722,6465,Lincoln Municipal              ,Denver Intl                    
24585,29257,Kansas City International      ,Denver Intl                    
13380,14694,Orlando International          ,Denver Intl                    
8122,9278,Chicago Midway                 ,Denver Intl                    
6356,8036,Memphis International          ,Denver Intl                    
758,934,Rogue Valley International     ,Denver Intl                    
7846,8511,Miami International            ,Denver Intl                    
3799,4839,General Mitchell International ,Denver Intl                    
2924,3200,Quad City                      ,Denver Intl                    
2,2,Minot International            ,Denver Intl                    
409,445,Monterey Peninsula             ,Denver Intl                    
764,1054,Dane County Regional           ,Denver Intl                    
1551,2283,Missoula International         ,Denver Intl                    
37782,46265,Minneapolis-St Paul Intl       ,Denver Intl                    
9059,10793,New Orleans International      ,Denver Intl                    
2725,3719,Montrose Regional              ,Denver Intl                    
13777,15887,Metropolitan Oakland Internatio,Denver Intl                    
51,38,Kahului                        ,Denver Intl                    
10942,16017,Will Rogers World              ,Denver Intl                    
15010,21100,Eppley Airfield                ,Denver Intl                    
10391,15122,Ontario International          ,Denver Intl                    
81752,72944,Chicago O'Hare International   ,Denver Intl                    
19,78,Palm Beach International       ,Denver Intl                    
22256,26017,Portland Intl                  ,Denver Intl                    
20253,21629,Philadelphia Intl              ,Denver Intl                    
49949,60029,Phoenix Sky Harbor Internationa,Denver Intl                    
40,141,Greater Peoria Regional        ,Denver Intl                    
14076,12285,Pittsburgh International       ,Denver Intl                    
1130,1568,Tri-Cities                     ,Denver Intl                    
4091,5777,Palm Springs International     ,Denver Intl                    
2,4,Pueblo Memorial                ,Denver Intl                    
2658,3761,Rapid City Regional            ,Denver Intl                    
14,44,Roberts                        ,Denver Intl                    
181,188,Raleigh-Durham International   ,Denver Intl                    
322,527,Greater Rockford               ,Denver Intl                    
24,50,Rock Springs-Sweetwater County ,Denver Intl                    
8728,11957,Reno/Tahoe International       ,Denver Intl                    
328,480,Southwest Florida International,Denver Intl                    
23001,26539,San Diego International-Lindber,Denver Intl                    
8572,11263,San Antonio International      ,Denver Intl                    
3955,4660,Santa Barbara Municipal        ,Denver Intl                    
107,164,Stockton Metro                 ,Denver Intl                    
272,415,Louisville International-Standi,Denver Intl                    
38948,43022,Seattle-Tacoma Intl            ,Denver Intl                    
49774,49897,San Francisco International    ,Denver Intl                    
2754,3702,Springfield-Branson Regional   ,Denver Intl                    
17902,22254,San Jose International         ,Denver Intl                    
43380,52833,Salt Lake City Intl            ,Denver Intl                    
14459,18849,Sacramento International       ,Denver Intl                    
15376,20089,John Wayne /Orange Co          ,Denver Intl                    
25851,29276,Lambert-St Louis International ,Denver Intl                    
18,53,Sioux Gateway                  ,Denver Intl                    
1,1,Syracuse-Hancock Intl          ,Denver Intl                    
6214,7153,Tampa International            ,Denver Intl                    
9409,13568,Tulsa International            ,Denver Intl                    
9870,12920,Tucson International           ,Denver Intl                    
206,265,McGhee-Tyson                   ,Denver Intl                    
774,987,Northwest Arkansas Regional    ,Denver Intl                    
714,784,Nashville International        ,Detroit City                   
1485,1452,Indianapolis International     ,Detroit City                   
5070,6422,Chicago Midway                 ,Detroit City                   
2079,2568,Lambert-St Louis International ,Detroit City                   
2985,5056,Abilene Regional               ,Dallas-Fort Worth International
21356,30565,Albuquerque International      ,Dallas-Fort Worth International
2291,4442,Waco Regional                  ,Dallas-Fort Worth International
804,1134,Alexandria International       ,Dallas-Fort Worth International
11609,18016,Amarillo International         ,Dallas-Fort Worth International
296,308,Ted Stevens Anchorage Internati,Dallas-Fort Worth International
